SR NO,STK,PICTURE,CODE,DETAILS,PRICE,LAB,CERTIFICATE ID.,check,PRODUCT LINK,image1 link,image2 link,image3 link,image4 link,image5 link,image6 link,image7 link,image8 link,video link,multiple side image link,multiple video link,multiple model photo link,multiple model video link,PRODUCT DESCRIPTION,LUXURY WEBSITE DESCRIPTION,SEO TITLE,META DESCRIPTION,INSTAGRAM CAPTION,FACEBOOK CAPTION,PINTEREST DESCRIPTION,X (TWITTER) POST,WHATSAPP SALES MESSAGE,PRODUCT HIGHLIGHTS,CARE INSTRUCTIONS,FAQ,ALT TEXT FOR IMAGES,HASHTAGS,Focus Keyword,SEO URL Slug,Canonical Keyword,Search Intent,Google Shopping Title,Google Shopping Description,Pinterest Description,X Twitter Post,LinkedIn Post,TikTok Caption,Reel Hook,YouTube Shorts Caption,Email Subject,Email Preview Text,CTA Button Text,AI Photoshoot Prompt,AI Banner Prompt,AI Video Prompt,Product Tags,Collection,Occasion,Gift For,Style,Diamond Colour Family,Metal Colour,Price Category,Luxury Selling Points,Burmese Description,Thai Description,Filipino Description,GIA Information,Worldwide Shipping Text,Return Policy Summary,Warranty Summary,Packaging Description,Status,Last Updated,Product Description,Long Description,SEO Title,Meta Description,Facebook Caption,Email Marketing,Short Description,Instagram Caption,WhatsApp Template,Highlights,Care Instructions,Alt Text,Hashtags
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/7994/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7994/7994.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8000/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8000/8000.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8000/8000_1.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/8001/video.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8002/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8002/8002.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8006/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8006/8006.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8006/8006_1.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/8008/video.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8022/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8022/2.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8022/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8022/4.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8022/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8022/8022.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8022/8022_1.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/8023/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/8023/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8023/8023.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8026/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8026/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8026/3.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8026/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8026/8026.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8026/8026_1.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8029/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8029/2.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8029/center.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8029/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8029/8029.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8062/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8062/8062.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8062/8062_1.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8112/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8112/center.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8112/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8112/8112.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/8113/center.jpg,https://colourdiam.com/Product/Jewellery/Model%20images/8113/video.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8263/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8263/8263.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/8265/video.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8272/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8272/2.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8272/3.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8272/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8272/8272.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/8580/center.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/7441/center.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/7504/1.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/7504/2.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/7504/center.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/7504/3.jpg","https://colourdiam.com/Product/Jewellery/Model%20images/7504/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7504/1%20video.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/7502/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7502/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7502/3.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7502/4.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7502/5.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7502/6.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/7502/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7502/7502.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7502/7502_1.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/7503/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7503/7503.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/2593/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2593/3A19A6C7-82D9-4526-A472-5A0AA65E03CA.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2593/B58138C4-039A-4E40-A632-D80BF33BCB16.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/2593/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/2593/2593.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/7514/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7514/7514.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/7451/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7451/7451_7498.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/7498/7451_7498.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7498/7498_1.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/7501/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7501/7501.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7501/7501_1.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/3576_3578_3879_3577_3580/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/3576_3578_3879_3577_3580/3577%202.jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/7523/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/7523/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7523/7523.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/7495/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/7495/Video.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/7493/center.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/7520/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7520/7520.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/7497/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7497/7497.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/7439/video.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/7438/7438.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/7285/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7285/WhatsApp%20Image%202025-09-26%20at%2019.56.16_e7da96d7.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7285/WhatsApp%20Image%202025-09-26%20at%2019.56.16_33cb33b8.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7285/WhatsApp%20Image%202025-09-26%20at%2019.56.16_4f7087b9.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7285/WhatsApp%20Image%202025-09-26%20at%2019.56.16_be03c646.jpeg",https://colourdiam.com/Product/Jewellery/Model%20images/7285/video.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8612/1.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/8612/2.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/8612/center.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/8612/3.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/8612/4.jpg","https://colourdiam.com/Product/Jewellery/Model%20images/8612/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8612/8612.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/6110/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/6110/WhatsApp%20Image%202025-10-01%20at%2023.52.45_0c3179d8.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/6110/WhatsApp%20Image%202025-10-01%20at%2023.52.44_aef035e9.jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8473/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8473/8473.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8473/8473_1.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8474/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8474/8474.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8477/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8477/8477.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/7581/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/7581/Model%20Video.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/7565/video.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/8409/center.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/8417/VIDEO.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/8425/video.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,https://colourdiam.com/Product/Jewellery/Model%20images/8012/video.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8481/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8481/center.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8481/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8481/8481.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8481/8481_1.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8481/BRACELET.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8482/1.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/8482/center.jpg","https://colourdiam.com/Product/Jewellery/Model%20images/8482/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8482/8482.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8482/8482_1.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8482/BRACELET.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"https://colourdiam.com/Product/Jewellery/Model%20images/8483/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8483/center.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8483/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8483/8483.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8483/8483_1.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8483/BRACELET.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
